0x00000000,0x18,mtjeff_dig_regmap
0x00000001,0x00,mtjeff_dig_regmap
0x00000003,0x01,mtjeff_dig_regmap
0x00000004,0x03,mtjeff_dig_regmap
0x00000005,0x00,mtjeff_dig_regmap
0x00000006,0x00,mtjeff_dig_regmap
0x00000008,0x00,mtjeff_dig_regmap
0x0000000A,0x00,mtjeff_dig_regmap
0x0000000B,0x00,mtjeff_dig_regmap
0x00000010,0x00,mtjeff_dig_regmap
0x00000011,0x03,mtjeff_dig_regmap
0x00000012,0x00,mtjeff_dig_regmap
0x00000013,0x00,mtjeff_dig_regmap
0x00000015,0x00,mtjeff_dig_regmap
0x00000016,0x3F,mtjeff_dig_regmap
0x00000040,0x00,mtjeff_dig_regmap
0x00000041,0x00,mtjeff_dig_regmap
0x00000042,0x00,mtjeff_dig_regmap
0x00000043,0x00,mtjeff_dig_regmap
0x00000044,0x00,mtjeff_dig_regmap
0x00000045,0x00,mtjeff_dig_regmap
0x00000046,0x00,mtjeff_dig_regmap
0x00000050,0x00,mtjeff_dig_regmap
0x00000051,0x00,mtjeff_dig_regmap
0x00000052,0x00,mtjeff_dig_regmap
0x00000060,0x00,mtjeff_dig_regmap
0x00000061,0x3F,mtjeff_dig_regmap
0x00000062,0x00,mtjeff_dig_regmap
0x00000063,0x3F,mtjeff_dig_regmap
0x00000064,0x00,mtjeff_dig_regmap
0x00000065,0x3F,mtjeff_dig_regmap
0x00000066,0x00,mtjeff_dig_regmap
0x00000067,0x3F,mtjeff_dig_regmap
0x00000080,0x00,mtjeff_dig_regmap
0x00000081,0x3F,mtjeff_dig_regmap
0x00000082,0x00,mtjeff_dig_regmap
0x00000083,0x3F,mtjeff_dig_regmap
0x00000084,0x00,mtjeff_dig_regmap
0x00000085,0x3F,mtjeff_dig_regmap
0x00000086,0x00,mtjeff_dig_regmap
0x00000087,0x3F,mtjeff_dig_regmap
0x000000A0,0x0C,mtjeff_dig_regmap
0x000000A1,0x0C,mtjeff_dig_regmap
0x000000A2,0x0C,mtjeff_dig_regmap
0x000000A3,0x0C,mtjeff_dig_regmap
0x000000A4,0x0C,mtjeff_dig_regmap
0x000000A5,0x0C,mtjeff_dig_regmap
0x000000A6,0x0C,mtjeff_dig_regmap
0x000000A7,0x0C,mtjeff_dig_regmap
0x000000A8,0x0C,mtjeff_dig_regmap
0x000000A9,0x0C,mtjeff_dig_regmap
0x000000AA,0x0C,mtjeff_dig_regmap
0x000000AB,0x0C,mtjeff_dig_regmap
0x000000AC,0x04,mtjeff_dig_regmap
0x000000AD,0x04,mtjeff_dig_regmap
0x000000AE,0x04,mtjeff_dig_regmap
0x000000AF,0x04,mtjeff_dig_regmap
0x000000C0,0x0C,mtjeff_dig_regmap
0x000000C1,0x04,mtjeff_dig_regmap
0x000000C2,0x0C,mtjeff_dig_regmap
0x000000C3,0x04,mtjeff_dig_regmap
0x000000C4,0x0C,mtjeff_dig_regmap
0x000000C5,0x04,mtjeff_dig_regmap
0x000000C6,0x04,mtjeff_dig_regmap
0x000000C7,0x04,mtjeff_dig_regmap
0x00000100,0x28,mtjeff_dig_regmap
0x00000101,0x00,mtjeff_dig_regmap
0x00000102,0x28,mtjeff_dig_regmap
0x00000103,0x00,mtjeff_dig_regmap
0x00000104,0x28,mtjeff_dig_regmap
0x00000105,0x00,mtjeff_dig_regmap
0x00000106,0x28,mtjeff_dig_regmap
0x00000107,0x00,mtjeff_dig_regmap
0x00000130,0x00,mtjeff_dig_regmap
0x00000131,0x01,mtjeff_dig_regmap
0x00000132,0x02,mtjeff_dig_regmap
0x00000133,0x03,mtjeff_dig_regmap
0x00000134,0x04,mtjeff_dig_regmap
0x00000135,0x05,mtjeff_dig_regmap
0x00000136,0x06,mtjeff_dig_regmap
0x00000137,0x07,mtjeff_dig_regmap
0x00000138,0x08,mtjeff_dig_regmap
0x00000139,0x09,mtjeff_dig_regmap
0x0000013A,0x0A,mtjeff_dig_regmap
0x0000013B,0x0B,mtjeff_dig_regmap
0x0000013C,0x0C,mtjeff_dig_regmap
0x0000013D,0x0D,mtjeff_dig_regmap
0x0000013E,0x0E,mtjeff_dig_regmap
0x0000013F,0x0F,mtjeff_dig_regmap
0x00000140,0x10,mtjeff_dig_regmap
0x00000141,0x11,mtjeff_dig_regmap
0x00000142,0x12,mtjeff_dig_regmap
0x00000143,0x13,mtjeff_dig_regmap
0x00000144,0x14,mtjeff_dig_regmap
0x00000145,0x15,mtjeff_dig_regmap
0x00000146,0x16,mtjeff_dig_regmap
0x00000147,0x17,mtjeff_dig_regmap
0x00000148,0x18,mtjeff_dig_regmap
0x00000149,0x19,mtjeff_dig_regmap
0x0000014A,0x1A,mtjeff_dig_regmap
0x0000014B,0x1B,mtjeff_dig_regmap
0x0000014C,0x1C,mtjeff_dig_regmap
0x0000014D,0x1D,mtjeff_dig_regmap
0x0000014E,0x1E,mtjeff_dig_regmap
0x0000014F,0x1F,mtjeff_dig_regmap
0x00000150,0x20,mtjeff_dig_regmap
0x00000151,0x21,mtjeff_dig_regmap
0x00000152,0x22,mtjeff_dig_regmap
0x00000153,0x23,mtjeff_dig_regmap
0x00000154,0x24,mtjeff_dig_regmap
0x00000155,0x25,mtjeff_dig_regmap
0x00000156,0x26,mtjeff_dig_regmap
0x00000157,0x27,mtjeff_dig_regmap
0x00000158,0x28,mtjeff_dig_regmap
0x00000159,0x29,mtjeff_dig_regmap
0x0000015A,0x2A,mtjeff_dig_regmap
0x0000015B,0x2B,mtjeff_dig_regmap
0x0000015C,0x2C,mtjeff_dig_regmap
0x0000015D,0x2D,mtjeff_dig_regmap
0x0000015E,0x2E,mtjeff_dig_regmap
0x0000015F,0x2F,mtjeff_dig_regmap
0x00000160,0x30,mtjeff_dig_regmap
0x00000161,0x31,mtjeff_dig_regmap
0x00000162,0x32,mtjeff_dig_regmap
0x00000163,0x33,mtjeff_dig_regmap
0x00000164,0x34,mtjeff_dig_regmap
0x00000165,0x35,mtjeff_dig_regmap
0x00000166,0x36,mtjeff_dig_regmap
0x00000167,0x37,mtjeff_dig_regmap
0x00000168,0x38,mtjeff_dig_regmap
0x00000169,0x39,mtjeff_dig_regmap
0x0000016A,0x3A,mtjeff_dig_regmap
0x0000016B,0x3B,mtjeff_dig_regmap
0x0000016C,0x3C,mtjeff_dig_regmap
0x0000016D,0x3D,mtjeff_dig_regmap
0x0000016E,0x3E,mtjeff_dig_regmap
0x0000016F,0x3F,mtjeff_dig_regmap
0x00000230,0x00,mtjeff_dig_regmap
0x00000231,0x10,mtjeff_dig_regmap
0x00000232,0x083,mtjeff_dig_regmap
0x00000233,0x10,mtjeff_dig_regmap
0x00000234,0x51,mtjeff_dig_regmap
0x00000235,0x087,mtjeff_dig_regmap
0x00000236,0x20,mtjeff_dig_regmap
0x00000237,0x092,mtjeff_dig_regmap
0x00000238,0x08B,mtjeff_dig_regmap
0x00000239,0x30,mtjeff_dig_regmap
0x0000023A,0x0D3,mtjeff_dig_regmap
0x0000023B,0x08F,mtjeff_dig_regmap
0x0000023C,0x41,mtjeff_dig_regmap
0x0000023D,0x14,mtjeff_dig_regmap
0x0000023E,0x093,mtjeff_dig_regmap
0x0000023F,0x51,mtjeff_dig_regmap
0x00000240,0x55,mtjeff_dig_regmap
0x00000241,0x097,mtjeff_dig_regmap
0x00000242,0x61,mtjeff_dig_regmap
0x00000243,0x096,mtjeff_dig_regmap
0x00000244,0x09B,mtjeff_dig_regmap
0x00000245,0x71,mtjeff_dig_regmap
0x00000246,0x0D7,mtjeff_dig_regmap
0x00000247,0x09F,mtjeff_dig_regmap
0x00000248,0x082,mtjeff_dig_regmap
0x00000249,0x18,mtjeff_dig_regmap
0x0000024A,0x0A3,mtjeff_dig_regmap
0x0000024B,0x092,mtjeff_dig_regmap
0x0000024C,0x59,mtjeff_dig_regmap
0x0000024D,0x0A7,mtjeff_dig_regmap
0x0000024E,0x0A2,mtjeff_dig_regmap
0x0000024F,0x09A,mtjeff_dig_regmap
0x00000250,0x0AB,mtjeff_dig_regmap
0x00000251,0x0B2,mtjeff_dig_regmap
0x00000252,0x0DB,mtjeff_dig_regmap
0x00000253,0x0AF,mtjeff_dig_regmap
0x00000254,0x0C3,mtjeff_dig_regmap
0x00000255,0x1C,mtjeff_dig_regmap
0x00000256,0x0B3,mtjeff_dig_regmap
0x00000257,0x0D3,mtjeff_dig_regmap
0x00000258,0x5D,mtjeff_dig_regmap
0x00000259,0x0B7,mtjeff_dig_regmap
0x0000025A,0x0E3,mtjeff_dig_regmap
0x0000025B,0x09E,mtjeff_dig_regmap
0x0000025C,0x0BB,mtjeff_dig_regmap
0x0000025D,0x0F3,mtjeff_dig_regmap
0x0000025E,0x0DF,mtjeff_dig_regmap
0x0000025F,0x0BF,mtjeff_dig_regmap
0x000002F0,0x00,mtjeff_dig_regmap
0x000002F1,0x0FC,mtjeff_dig_regmap
0x000002F2,0x03,mtjeff_dig_regmap
0x000002F3,0x0F0,mtjeff_dig_regmap
0x000002F4,0x0F,mtjeff_dig_regmap
0x000002F5,0x0C0,mtjeff_dig_regmap
0x000002F6,0x3F,mtjeff_dig_regmap
0x00000308,0x00,mtjeff_dig_regmap
0x00000309,0x0FC,mtjeff_dig_regmap
0x0000030A,0x03,mtjeff_dig_regmap
0x0000030B,0x0F0,mtjeff_dig_regmap
0x0000030C,0x0F,mtjeff_dig_regmap
0x0000030D,0x0C0,mtjeff_dig_regmap
0x0000030E,0x3F,mtjeff_dig_regmap
0x00000320,0x28,mtjeff_dig_regmap
0x00000321,0x00,mtjeff_dig_regmap
0x00000322,0x0A0,mtjeff_dig_regmap
0x00000323,0x02,mtjeff_dig_regmap
0x00000324,0x080,mtjeff_dig_regmap
0x00000325,0x0A,mtjeff_dig_regmap
0x00000326,0x00,mtjeff_dig_regmap
0x00000340,0x0CC,mtjeff_dig_regmap
0x00000341,0x0CC,mtjeff_dig_regmap
0x00000342,0x0CC,mtjeff_dig_regmap
0x00000343,0x0CC,mtjeff_dig_regmap
0x00000344,0x0CC,mtjeff_dig_regmap
0x00000345,0x0CC,mtjeff_dig_regmap
0x00000346,0x44,mtjeff_dig_regmap
0x00000347,0x44,mtjeff_dig_regmap
0x00000350,0x0CC,mtjeff_dig_regmap
0x00000351,0x0C4,mtjeff_dig_regmap
0x00000352,0x44,mtjeff_dig_regmap
0x00000353,0x44,mtjeff_dig_regmap
0x00000360,0x0CC,mtjeff_dig_regmap
0x00000361,0x0C4,mtjeff_dig_regmap
0x00000368,0x0CC,mtjeff_dig_regmap
0x00000369,0x0C4,mtjeff_dig_regmap
0x00000371,0x00,mtjeff_dig_regmap
0x00000372,0x00,mtjeff_dig_regmap
0x00000373,0x3F,mtjeff_dig_regmap
0x00000374,0x00,mtjeff_dig_regmap
0x00000375,0x3F,mtjeff_dig_regmap
0x000003A0,0x00,mtjeff_dig_regmap
0x000003A1,0x00,mtjeff_dig_regmap
0x000003A2,0x00,mtjeff_dig_regmap
0x000003A3,0x00,mtjeff_dig_regmap
0x000003A4,0x00,mtjeff_dig_regmap
0x000003A5,0x00,mtjeff_dig_regmap
0x000003A6,0x00,mtjeff_dig_regmap
0x000003A7,0x00,mtjeff_dig_regmap
0x000003C0,0x00,mtjeff_dig_regmap
0x000003C1,0x00,mtjeff_dig_regmap
0x000003C2,0x00,mtjeff_dig_regmap
0x000003C3,0x00,mtjeff_dig_regmap
0x000003C8,0x00,mtjeff_dig_regmap
0x000003C9,0x00,mtjeff_dig_regmap
0x000003D0,0x00,mtjeff_dig_regmap
0x000003D1,0x00,mtjeff_dig_regmap
0x000003D2,0x00,mtjeff_dig_regmap
0x000003D3,0x00,mtjeff_dig_regmap
0x000003D4,0x00,mtjeff_dig_regmap
0x000003D5,0x00,mtjeff_dig_regmap
0x000003D6,0x00,mtjeff_dig_regmap
0x000003E8,0x00,mtjeff_dig_regmap
0x000003E9,0x00,mtjeff_dig_regmap
0x000003EC,0x00,mtjeff_dig_regmap
